YEAR,SERIAL,HWTSUPP,ASECFLAG,HFLAG,METAREA,MONTH,PERNUM,WTSUPP,SEX,RACE,OCC2010,INCTOT
2013,93040,1721.1,1,,7365,3,3,1859.67,1,651,9920,99999999
2013,93040,1721.1,1,,7365,3,4,1138.5,1,651,9920,1945
2013,93041,1418.58,1,,7365,3,1,1418.58,2,100,5400,40800
2013,93041,1418.58,1,,7365,3,2,1418.58,1,100,9920,13199
2013,93042,1373.15,1,,7365,3,1,1373.15,1,100,6440,60000
2013,93042,1373.15,1,,7365,3,2,1059,1,100,9920,99999999
2013,93042,1373.15,1,,7365,3,3,1323.7,1,100,9920,99999999
2013,93042,1373.15,1,,7365,3,4,1037.05,1,100,9920,99999999
2013,93042,1373.15,1,,7365,3,5,1373.15,2,100,9920,8000
2013,93043,2912.17,1,,7365,3,1,2912.17,2,100,5000,48720
2013,93043,2912.17,1,,7365,3,2,2912.17,1,100,7950,35000
2013,93044,1828.64,1,,7365,3,1,1828.64,1,100,1020,201242
2013,93044,1828.64,1,,7365,3,2,1828.64,2,100,2320,73242
2013,93044,1828.64,1,,7365,3,3,1941.03,2,100,9920,99999999
2013,93044,1828.64,1,,7365,3,4,1589.7,1,100,9920,99999999
2013,93047,1828.64,1,,7365,3,1,1828.64,2,100,9920,32
2013,93047,1828.64,1,,7365,3,2,1828.64,1,100,30,130082
2013,93047,1828.64,1,,7365,3,3,1963.4,1,100,2140,5028
2013,93047,1828.64,1,,7365,3,4,1676.95,2,100,4600,2543
2013,93047,1828.64,1,,7365,3,5,1589.7,1,100,9920,99999999
2013,93048,1609.66,1,,7365,3,1,1609.66,2,651,430,20000
2013,93048,1609.66,1,,7365,3,2,1609.66,1,651,1020,130000
2013,93048,1609.66,1,,7365,3,3,1531.12,1,651,9920,0
2013,93048,1609.66,1,,7365,3,4,1768.36,2,651,9920,99999999
2013,93049,1831.28,1,,7365,3,1,1831.28,1,651,1020,150000
2013,93049,1831.28,1,,7365,3,2,1831.28,2,651,9920,0
2013,93049,1831.28,1,,7365,3,3,1489.53,1,651,9920,99999999
2013,93049,1831.28,1,,7365,3,4,1728.92,1,651,9920,99999999
2013,93051,3427.78,1,,7365,3,1,3427.78,1,100,160,80000
2013,93051,3427.78,1,,7365,3,2,3427.78,2,100,2310,70000
2013,93052,1558.93,1,,7365,3,1,1558.93,1,651,9920,15599
2013,93052,1558.93,1,,7365,3,2,1558.93,2,651,9920,13199
2013,93053,1779.07,1,,7365,3,1,1779.07,1,651,1400,50080
2013,93053,1779.07,1,,7365,3,2,1779.07,2,651,1400,29060
2013,93053,1779.07,1,,7365,3,3,1751.6,1,651,9920,99999999
2013,93054,1805.11,1,,7365,3,1,1805.11,2,651,3130,90000
2013,93054,1805.11,1,,7365,3,2,1805.11,2,651,3040,60000
2013,93055,1530.12,1,,7365,3,1,1530.12,1,651,4700,28000
2013,93055,1530.12,1,,7365,3,2,1681.96,1,651,9920,8400
2013,93055,1530.12,1,,7365,3,3,1563.77,2,651,2825,100000
2013,93055,1530.12,1,,7365,3,4,1558.93,2,651,9920,8400
2013,93055,1530.12,1,,7365,3,5,1558.93,1,651,9920,50000
2013,93058,1752.96,1,,7365,3,1,1752.96,1,200,9920,9600
2013,93059,1377.32,1,,7365,3,1,1377.32,2,100,9920,15599
2013,93059,1377.32,1,,7365,3,2,1251.54,2,100,4230,32000
2013,93059,1377.32,1,,7365,3,3,1251.54,1,100,6260,18000
2013,93059,1377.32,1,,7365,3,4,1194.31,2,100,9920,99999999
2013,93059,1377.32,1,,7365,3,5,1067.49,1,100,9920,99999999
2013,93060,3512.91,1,,7365,3,1,3512.91,2,100,1840,97181
2013,93061,2893.79,1,,7365,3,1,2893.79,1,100,2310,45058
2013,93061,2893.79,1,,7365,3,2,2893.79,2,100,3030,79050
2013,93061,2893.79,1,,7365,3,3,3470.04,2,100,9920,99999999
2013,93062,2893.79,1,,7365,3,1,2893.79,2,100,2200,80000
2013,93062,2893.79,1,,7365,3,2,2893.79,1,100,2200,68450
2013,93063,2822.42,1,,7365,3,1,2822.42,2,803,5700,74360
2013,93063,2822.42,1,,7365,3,2,2822.42,1,100,140,39010
2013,93063,2822.42,1,,7365,3,3,5220.67,2,803,9920,99999999
2013,93064,1834.84,1,,7365,3,1,1834.84,1,651,4110,40015
2013,93064,1834.84,1,,7365,3,2,1834.84,2,651,800,61015
2013,93064,1834.84,1,,7365,3,3,1433.1,1,651,9920,0
2013,93064,1834.84,1,,7365,3,4,1433.1,1,651,430,97020
2013,93065,1748.64,1,,7365,3,1,1748.64,1,651,100,71502
2013,93065,1748.64,1,,7365,3,2,1748.64,2,651,5700,66838
2013,93065,1748.64,1,,7365,3,3,1346.22,1,651,9920,99999999
2013,93066,1995.66,1,,7365,3,1,1995.66,1,651,1460,85084
2013,93066,1995.66,1,,7365,3,2,1995.66,2,651,5700,14337
2013,93066,1995.66,1,,7365,3,3,1500.77,1,651,9920,99999999
2013,93067,1576.56,1,,7365,3,1,1576.56,1,100,4700,120000
2013,93067,1576.56,1,,7365,3,2,1576.56,2,100,5120,1800
2013,93067,1576.56,1,,7365,3,3,1296.05,2,100,9920,99999999
2013,93067,1576.56,1,,7365,3,4,1296.05,2,100,9920,99999999
2013,93068,1277.3,1,,7365,3,1,1277.3,1,100,9620,8000
2013,93068,1277.3,1,,7365,3,2,1240.5,2,100,4230,23000
2013,93068,1277.3,1,,7365,3,3,2223.2,1,100,4230,5000
2013,93068,1277.3,1,,7365,3,4,1948.66,1,100,9620,35000
2013,93069,3112.76,1,,7365,3,1,3112.76,2,100,9920,0
2013,93069,3112.76,1,,7365,3,2,3112.76,1,100,8810,25000
2013,93069,3112.76,1,,7365,3,3,2958.32,2,100,9920,99999999
2013,93069,3112.76,1,,7365,3,4,3028.18,1,100,9920,99999999
2013,93069,3112.76,1,,7365,3,5,2492.73,1,100,9920,99999999
2013,93069,3112.76,1,,7365,3,6,4411.8,1,100,205,0
2013,93071,1240.5,1,,7365,3,1,1240.5,1,100,6260,18000
2013,93071,1240.5,1,,7365,3,2,1240.5,2,100,9920,0
2013,93071,1240.5,1,,7365,3,3,1327.31,2,100,9920,0
2013,93071,1240.5,1,,7365,3,4,1644.52,2,100,9920,0
2013,93071,1240.5,1,,7365,3,5,1370.19,1,100,9920,99999999
2013,93071,1240.5,1,,7365,3,6,1406.66,2,100,9920,99999999
2013,93072,3137.8,1,,7365,3,1,3137.8,2,100,9920,13055
2013,93072,3137.8,1,,7365,3,2,2700.89,1,100,4000,250
2013,93073,3447.39,1,,7365,3,1,3447.39,2,100,2200,14750
2013,93074,1576.56,1,,7365,3,1,1576.56,2,100,4520,8801
2013,93074,1576.56,1,,7365,3,2,1621.32,2,100,9920,99999999
2013,93075,3137.8,1,,7365,3,1,3137.8,2,100,5860,18016
2013,93075,3137.8,1,,7365,3,2,2700.89,1,100,9920,3002
2013,93077,1770.61,1,,7365,3,1,1770.61,2,651,3130,84070
2013,93077,1770.61,1,,7365,3,2,1770.61,1,200,9140,45010
2013,93077,1770.61,1,,7365,3,3,2069.22,1,806,4120,8
2013,93077,1770.61,1,,7365,3,4,1923.56,2,806,9920,0
2013,93077,1770.61,1,,7365,3,5,2627.79,2,806,9920,99999999
2013,93078,1664.73,1,,7365,3,1,1664.73,2,100,3060,24100
2013,93078,1664.73,1,,7365,3,2,1664.73,1,100,20,177200
2013,93078,1664.73,1,,7365,3,3,1658.46,2,100,9920,99999999
2013,93078,1664.73,1,,7365,3,4,2060.88,2,100,9920,99999999
2013,93079,1583.59,1,,7365,3,1,1583.59,2,100,9920,100040
2013,93079,1583.59,1,,7365,3,2,1583.59,1,100,30,220040
2013,93079,1583.59,1,,7365,3,3,1372.4,2,100,9920,99999999
2013,93079,1583.59,1,,7365,3,4,1296.05,2,100,9920,99999999
2013,93079,1583.59,1,,7365,3,5,1572.21,1,100,9920,99999999
2013,93080,1772.89,1,,7365,3,1,1772.89,1,651,8740,27000
2013,93080,1772.89,1,,7365,3,2,2095.79,2,651,2910,4550
2013,93081,1833.11,1,,7365,3,1,1833.11,2,651,3820,98060
2013,93081,1833.11,1,,7365,3,2,1748.64,2,651,4610,40000
2013,93082,3005.65,1,,7365,3,1,3005.65,2,801,30,80000
2013,93082,3005.65,1,,7365,3,2,3877.65,1,801,9920,0
2013,93082,3005.65,1,,7365,3,3,3614.54,2,801,9920,99999999
2013,93083,3068.09,1,,7365,3,1,3068.09,2,100,520,68050
2013,93084,3246.66,1,,7365,3,1,3246.66,2,100,9920,11328
2013,93085,1276.9,1,,7365,3,1,1276.9,1,100,6260,15000
2013,93085,1276.9,1,,7365,3,2,1276.9,2,100,9920,0
2013,93086,1272.09,1,,7365,3,1,1272.09,1,100,6260,10000
2013,93086,1272.09,1,,7365,3,2,2288.45,1,100,6260,12002
2013,93086,1272.09,1,,7365,3,3,1771.45,1,100,6260,4000
2013,93088,3548.56,1,,7365,3,1,3548.56,1,100,720,8704
2013,93088,3548.56,1,,7365,3,2,3548.56,2,100,9130,8249
2013,93089,2820.71,1,,7365,3,1,2820.71,2,100,2850,14752
2013,93089,2820.71,1,,7365,3,2,2820.71,1,100,9920,52
2013,93090,2977.28,1,,7365,3,1,2977.28,1,100,2320,61022
2013,93090,2977.28,1,,7365,3,2,2977.28,1,100,5320,69000
2013,93091,3246.66,1,,7365,3,1,3246.66,2,100,9920,28920
2013,93092,1844.27,1,,7365,3,1,1844.27,1,200,9920,35219
2013,93093,3035.25,1,,7365,3,1,3035.25,1,100,2320,111338
2013,93094,1863.82,1,,7365,3,1,1863.82,1,200,800,200025
2013,93094,1863.82,1,,7365,3,2,1863.82,2,200,2310,5921
2013,93099,1979.63,1,,7365,3,1,1979.63,2,651,3500,63800
2013,93099,1979.63,1,,7365,3,2,1979.63,1,651,5850,13060
2013,93099,1979.63,1,,7365,3,3,2358.79,1,651,8965,22000
2013,93099,1979.63,1,,7365,3,4,1898,1,651,9920,0
2013,93099,1979.63,1,,7365,3,5,2056.75,2,651,3600,52000
2013,93099,1979.63,1,,7365,3,6,1607.08,2,651,9920,99999999
2013,93099,1979.63,1,,7365,3,7,1517.8,2,651,9920,99999999
2013,93099,1979.63,1,,7365,3,8,1793.69,2,651,350,86000
2013,93099,1979.63,1,,7365,3,9,2080.47,2,651,9920,99999999
2013,93099,1979.63,1,,7365,3,10,1518.07,1,651,9920,99999999
2013,93100,3856.4,1,,7365,3,1,3856.4,1,651,7340,65140
2013,93100,3856.4,1,,7365,3,2,3856.4,2,651,4520,9000
2013,93100,3856.4,1,,7365,3,3,2394.51,1,651,9920,99999999
2013,93101,1979.63,1,,7365,3,1,1979.63,1,651,9920,8856
2013,93101,1979.63,1,,7365,3,2,1979.63,2,651,3650,64426
2013,93101,1979.63,1,,7365,3,3,1807.49,2,651,5400,30010
2013,93101,1979.63,1,,7365,3,4,2033.75,2,651,9920,6500
2013,93101,1979.63,1,,7365,3,5,2056.75,2,651,910,34500
2013,93101,1979.63,1,,7365,3,6,1607.08,2,651,9920,99999999
2013,93102,1979.63,1,,7365,3,1,1979.63,1,651,5410,39017
2013,93102,1979.63,1,,7365,3,2,1979.63,2,651,9920,29
2013,93103,1642.76,1,,7365,3,1,1642.76,1,100,7020,60000
2013,93103,1642.76,1,,7365,3,2,1642.76,2,100,4700,40000
2013,93103,1642.76,1,,7365,3,3,1892.95,2,100,9920,99999999
2013,93103,1642.76,1,,7365,3,4,1892.95,2,100,9920,99999999
2013,93104,3363.17,1,,7365,3,1,3363.17,2,651,9920,0
2013,93104,3363.17,1,,7365,3,2,3363.17,1,651,2340,45000
2013,93104,3363.17,1,,7365,3,3,3814.61,2,651,9920,0
2013,93104,3363.17,1,,7365,3,4,2473.98,1,651,9920,0
2013,93104,3363.17,1,,7365,3,5,2394.51,1,651,9920,99999999
2013,93104,3363.17,1,,7365,3,6,3511.4,1,651,9920,99999999
2013,93105,1525.08,1,,7365,3,1,1525.08,1,100,140,29000
2013,93105,1525.08,1,,7365,3,2,1525.08,2,100,9920,17199
2013,93106,1281.7,1,,7365,3,1,1281.7,1,100,4210,30100
2013,93106,1281.7,1,,7365,3,2,1281.7,2,100,5860,12000
2013,93106,1281.7,1,,7365,3,3,1089.53,1,100,9920,99999999
2013,93106,1281.7,1,,7365,3,4,1501.03,1,100,9920,99999999
2013,93108,3627.44,1,,7365,3,1,3627.44,1,100,6355,81241
2013,93108,3627.44,1,,7365,3,2,3627.44,2,100,9920,9418
2013,93109,3389.45,1,,7365,3,1,3389.45,1,100,9920,72599
2013,93109,3389.45,1,,7365,3,2,3389.45,2,100,9920,29999
2013,93109,3389.45,1,,7365,3,3,2688.28,1,100,4720,16000
2013,93110,1996,1,,7365,3,1,1996,1,651,9920,70294
2013,93110,1996,1,,7365,3,2,1996,2,651,9920,4881
2013,93111,1832.5,1,,7365,3,1,1832.5,1,100,1020,306012
2013,93111,1832.5,1,,7365,3,2,1832.5,2,100,1460,175000
2013,93111,1832.5,1,,7365,3,3,1760.03,2,100,3950,14000
2013,93111,1832.5,1,,7365,3,4,1857.41,1,100,9920,99999999
2013,93112,1846.33,1,,7365,3,1,1846.33,1,651,1020,120000
2013,93112,1846.33,1,,7365,3,2,1846.33,2,651,730,110500
2013,93112,1846.33,1,,7365,3,3,1654.24,2,651,9920,99999999
2013,93112,1846.33,1,,7365,3,4,2425.17,1,651,9920,99999999
2013,93113,3801.03,1,,7365,3,1,3801.03,1,100,9920,18858
2013,93113,3801.03,1,,7365,3,2,3801.03,2,100,9920,7841
2013,93114,3389.45,1,,7365,3,1,3389.45,2,100,9920,80294
2013,93115,1672.12,1,,7365,3,1,1672.12,2,200,9640,39600
2013,93115,1672.12,1,,7365,3,2,1766.81,2,200,9920,99999999
2013,93115,1672.12,1,,7365,3,3,1704.64,2,200,9920,99999999
2013,93116,3801.03,1,,7365,3,1,3801.03,1,100,9920,0
2013,93116,3801.03,1,,7365,3,2,3801.03,2,100,9920,54407
2013,93116,3801.03,1,,7365,3,3,3534.85,1,100,9920,128
2013,93116,3801.03,1,,7365,3,4,3300.05,2,100,9920,0
2013,93117,4022.41,1,,7365,3,1,4022.41,1,200,9920,0
2013,93117,4022.41,1,,7365,3,2,3026.09,1,200,9920,0
2013,93117,4022.41,1,,7365,3,3,4361.77,1,200,9140,0
2013,93118,1396.26,1,,7365,3,1,1396.26,1,100,4220,40000
2013,93118,1396.26,1,,7365,3,2,1396.26,2,100,4220,25000
2013,93118,1396.26,1,,7365,3,3,1519.8,2,100,9920,30000
2013,93118,1396.26,1,,7365,3,4,1194.21,1,100,9920,99999999
2013,93118,1396.26,1,,7365,3,5,1427.18,1,100,9920,99999999
2013,93118,1396.26,1,,7365,3,6,1211.84,1,100,9920,99999999
2013,93119,1807.71,1,,7365,3,1,1807.71,2,100,2550,92075
2013,93119,1807.71,1,,7365,3,2,1651.63,2,801,9920,3445
2013,93120,3435.94,1,,7365,3,1,3435.94,1,100,300,156043
2013,93120,3435.94,1,,7365,3,2,3435.94,2,100,430,35537
2013,93121,3337.98,1,,7365,3,1,3337.98,1,100,9920,17669
2013,93121,3337.98,1,,7365,3,2,3337.98,2,100,3060,268169
2013,93121,3337.98,1,,7365,3,3,3639.29,1,100,4130,7809
2013,93121,3337.98,1,,7365,3,4,3692.66,2,100,9920,12000
2013,93122,3142.83,1,,7365,3,1,3142.83,1,100,2900,8050
2013,93122,3142.83,1,,7365,3,2,3142.83,2,100,9620,30000
2013,93124,1766.8,1,,7365,3,1,1766.8,1,100,1740,75000
2013,93124,1766.8,1,,7365,3,2,1766.8,2,651,30,42000
2013,93124,1766.8,1,,7365,3,3,2286.47,1,803,9920,99999999
2013,93125,3170.58,1,,7365,3,1,3170.58,2,100,1960,28000
2013,93125,3170.58,1,,7365,3,2,3170.58,1,100,2310,51000
2013,93126,3542.72,1,,7365,3,1,3542.72,1,100,2340,204999
2013,93126,3542.72,1,,7365,3,2,4162.01,1,100,4610,14000
2013,93127,1904.01,1,,7365,3,1,1904.01,1,651,1020,80000
2013,93127,1904.01,1,,7365,3,2,1904.01,2,651,9920,0
2013,93127,1904.01,1,,7365,3,3,2098.14,1,651,9920,99999999
2013,93128,1963.55,1,,7365,3,1,1963.55,1,651,1020,72000
2013,93128,1963.55,1,,7365,3,2,1963.55,2,651,9920,0
2013,93129,3289.06,1,,7365,3,1,3289.06,1,100,4220,42700
